index,Price Date,Temp_Max,Temp_Avg,Temp_Min,Dew_Max,Dew_Avg,Dew_Min,Humid_Max,Humid_Avg,Humid_Min,Wind_Max,Wind_Avg,Wind_Min,Pressure_Avg,Precipitation_Total
0,2,77.48235294117647,67.23294117647062,55.48235294117647,49.16470588235293,52.424705882352974,49.16470588235293,87.48235294117647,63.24470588235295,40.38823529411765,5.235294117647058,2.789411764705884,0.8823529411764706,0.0,0.0
1,3,77.16470588235295,66.8952941176471,55.17647058823529,48.917647058823526,52.212941176470615,48.917647058823526,87.65882352941178,63.509411764705895,40.647058823529406,5.235294117647058,2.7870588235294127,0.8823529411764706,0.0,0.0
2,8,75.76470588235293,65.4517647058824,53.85882352941177,48.29411764705882,51.507058823529434,48.29411764705882,88.9764705882353,65.01176470588237,41.8235294117647,5.329411764705882,2.7952941176470603,0.8705882352941177,0.0,0.0
3,9,75.44705882352943,65.18117647058828,53.764705882352935,48.15294117647059,51.35647058823533,48.15294117647059,89.5764705882353,65.57058823529411,42.482352941176465,5.388235294117648,2.8164705882352954,0.8823529411764706,0.0,0.0
4,10,75.12941176470588,64.91647058823534,53.529411764705884,48.023529411764706,51.217647058823545,48.023529411764706,89.84705882352941,65.78705882352942,42.69411764705883,5.411764705882354,2.832941176470589,0.9058823529411764,0.0,0.0
5,15,73.65882352941176,63.53647058823533,52.27058823529411,47.31764705882353,50.49647058823531,47.31764705882353,91.25882352941177,67.0129411764706,43.67058823529411,5.435294117647059,2.834117647058824,0.9176470588235294,0.0,0.0
6,16,73.37647058823529,63.28000000000004,52.023529411764706,47.22352941176471,50.36705882352943,47.22352941176471,91.54117647058823,67.27764705882355,43.870588235294115,5.4823529411764715,2.8400000000000003,0.9176470588235294,0.0,0.0
7,17,73.08235294117647,63.007058823529455,51.77647058823529,47.17647058823529,50.26470588235296,47.17647058823529,91.83529411764704,67.59529411764707,44.22352941176471,5.447058823529412,2.828235294117648,0.9058823529411764,0.0,0.0
8,19,72.54117647058824,62.49764705882357,51.21176470588235,47.058823529411775,50.15176470588236,47.058823529411775,92.68235294117649,68.32235294117648,44.88235294117647,5.447058823529412,2.7988235294117656,0.8470588235294118,0.0,0.0
9,20,72.4,62.33882352941179,51.03529411764707,46.98823529411764,50.08117647058825,46.98823529411764,92.92941176470586,68.52823529411765,44.98823529411764,5.470588235294118,2.8011764705882363,0.8470588235294118,0.0,0.0
10,21,72.23529411764707,62.194117647058846,50.92941176470589,46.92941176470589,50.043529411764716,46.92941176470589,93.0823529411765,68.7494117647059,45.10588235294118,5.6,2.8811764705882363,0.8705882352941177,0.0,0.0
11,23,71.78823529411764,61.90000000000003,50.870588235294115,47.0,50.08470588235296,47.0,93.38823529411764,69.51411764705884,46.11764705882353,5.694117647058825,2.9282352941176484,0.8705882352941177,0.0,0.0
12,24,71.62352941176471,61.7552941176471,50.78823529411765,46.96470588235293,50.06588235294121,46.96470588235293,93.54117647058823,69.86352941176472,46.68235294117647,5.7176470588235295,2.9435294117647075,0.8823529411764706,0.0,0.0
13,25,71.34117647058824,61.54705882352943,50.68235294117647,46.92941176470589,50.01882352941178,46.92941176470589,93.74117647058823,70.23647058823529,47.18823529411765,5.8352941176470585,3.0117647058823542,0.8941176470588236,0.0,0.0
14,26,71.03529411764707,61.28117647058824,50.51764705882353,46.78823529411765,49.881176470588244,46.78823529411765,93.8941176470588,70.52823529411766,47.4,5.870588235294116,3.0529411764705894,0.9411764705882352,0.0,0.0
15,27,70.67058823529412,60.961176470588256,50.235294117647065,46.62352941176471,49.72823529411767,46.62352941176471,94.12941176470586,70.84823529411766,47.70588235294117,5.8352941176470585,3.043529411764708,0.9411764705882352,0.0,0.0
16,28,70.47058823529412,60.721176470588254,49.90588235294118,46.43529411764707,49.53411764705883,46.43529411764707,94.4235294117647,70.98352941176472,47.62352941176471,5.870588235294116,3.0470588235294134,0.9529411764705882,0.0,0.0
17,29,70.28235294117647,60.54705882352943,49.72941176470589,46.364705882352936,49.43058823529413,46.364705882352936,94.5764705882353,71.15411764705884,47.78823529411765,5.858823529411764,3.0376470588235303,0.9411764705882352,0.0,0.0
18,30,70.10588235294118,60.36470588235297,49.49411764705882,46.352941176470594,49.369411764705895,46.352941176470594,94.8941176470588,71.40470588235296,47.92941176470589,5.8,3.0082352941176485,0.9411764705882352,0.0,0.0
19,31,69.96470588235293,60.29411764705885,49.529411764705884,46.38823529411765,49.37176470588237,46.38823529411765,95.01176470588236,71.5694117647059,47.98823529411764,5.8235294117647065,3.043529411764707,0.976470588235294,0.0,0.0
20,1,69.82352941176471,60.27058823529414,49.62352941176471,46.529411764705884,49.450588235294134,46.529411764705884,95.02352941176471,71.73647058823529,48.37647058823529,5.882352941176472,3.1070588235294125,1.0470588235294118,0.0,0.0
21,2,69.58823529411765,60.141176470588256,49.6,46.62352941176471,49.517647058823535,46.62352941176471,95.15294117647059,72.18705882352944,49.235294117647065,5.941176470588236,3.1576470588235304,1.0823529411764703,0.0,0.0
